Time,Temp,RH,Pres,CO2,Gas,PM1,PM25,PM10
2024_05_16 - 08:31:20 PM, 0.00, 0.00, 873.24, 0.00, 20.41, 0, 10, 40
2024_05_16 - 08:31:22 PM, 0.00, 0.00, 873.24, 0.00, 20.41, 0, 10, 40
2024_05_16 - 08:31:31 PM, 0.00, 0.00, 873.24, 0.00, 20.41, 0, 10, 40
2024_05_16 - 08:31:34 PM, 0.00, 0.00, 873.24, 0.00, 20.41, 0, 10, 40
2024_05_16 - 08:31:37 PM, 0.00, 0.00, 873.24, 0.00, 20.41, 0, 10, 40
2024_05_16 - 08:31:38 PM, 0.00, 0.00, 873.24, 0.00, 20.25, 0, 8, 40
2024_05_16 - 08:31:40 PM, 0.00, 0.00, 873.24, 0.00, 20.25, 0, 8, 40
2024_05_16 - 08:31:49 PM, 0.00, 0.00, 873.24, 0.00, 20.25, 0, 8, 40
2024_05_16 - 08:31:52 PM, 0.00, 0.00, 873.24, 0.00, 20.25, 0, 8, 40
2024_05_16 - 08:31:55 PM, 0.00, 0.00, 873.24, 0.00, 20.25, 0, 8, 40
2024_05_16 - 08:31:56 PM, 0.00, 0.00, 873.22, 0.00, 20.39, 6, 16, 46
2024_05_16 - 08:31:58 PM, 0.00, 0.00, 873.22, 0.00, 20.39, 6, 16, 46
2024_05_16 - 08:32:06 PM, 0.00, 0.00, 873.22, 0.00, 20.39, 6, 16, 46
2024_05_16 - 08:32:09 PM, 0.00, 0.00, 873.22, 0.00, 20.39, 6, 16, 46
2024_05_16 - 08:32:13 PM, 0.00, 0.00, 873.22, 0.00, 20.39, 6, 16, 46
2024_05_16 - 08:32:14 PM, 0.00, 0.00, 873.23, 0.00, 20.23, 0, 8, 40
2024_05_16 - 08:32:16 PM, 0.00, 0.00, 873.23, 0.00, 20.23, 0, 8, 40
2024_05_16 - 08:32:24 PM, 0.00, 0.00, 873.23, 0.00, 20.23, 0, 8, 40
2024_05_16 - 08:32:27 PM, 0.00, 0.00, 873.23, 0.00, 20.23, 0, 8, 40
2024_05_16 - 08:32:31 PM, 0.00, 0.00, 873.23, 0.00, 20.23, 0, 8, 40
2024_05_16 - 08:32:31 PM, 0.00, 0.00, 873.20, 0.00, 20.27, 0, 8, 40
2024_05_16 - 08:32:33 PM, 0.00, 0.00, 873.20, 0.00, 20.27, 0, 8, 40
2024_05_16 - 08:32:42 PM, 0.00, 0.00, 873.20, 0.00, 20.27, 0, 8, 40
2024_05_16 - 08:32:45 PM, 0.00, 0.00, 873.20, 0.00, 20.27, 0, 8, 40
2024_05_16 - 08:32:48 PM, 0.00, 0.00, 873.20, 0.00, 20.27, 0, 8, 40
2024_05_16 - 08:32:49 PM, 0.00, 0.00, 873.21, 0.00, 20.19, 0, 10, 40
2024_05_16 - 08:32:51 PM, 0.00, 0.00, 873.21, 0.00, 20.19, 0, 10, 40
2024_05_16 - 08:33:00 PM, 0.00, 0.00, 873.21, 0.00, 20.19, 0, 10, 40
2024_05_16 - 08:33:03 PM, 0.00, 0.00, 873.21, 0.00, 20.19, 0, 10, 40
2024_05_16 - 08:33:06 PM, 0.00, 0.00, 873.21, 0.00, 20.19, 0, 10, 40
2024_05_16 - 08:33:07 PM, 0.00, 0.00, 873.18, 0.00, 20.08, 0, 18, 48
2024_05_16 - 08:33:09 PM, 0.00, 0.00, 873.18, 0.00, 20.08, 0, 18, 48
2024_05_16 - 08:33:18 PM, 0.00, 0.00, 873.18, 0.00, 20.08, 0, 18, 48
2024_05_16 - 08:33:21 PM, 0.00, 0.00, 873.18, 0.00, 20.08, 0, 18, 48
2024_05_16 - 08:33:24 PM, 0.00, 0.00, 873.18, 0.00, 20.08, 0, 18, 48
2024_05_16 - 08:33:25 PM, 0.00, 0.00, 873.20, 0.00, 20.12, 0, 8, 40
2024_05_16 - 08:33:27 PM, 0.00, 0.00, 873.20, 0.00, 20.12, 0, 8, 40
2024_05_16 - 08:33:36 PM, 0.00, 0.00, 873.20, 0.00, 20.12, 0, 8, 40
2024_05_16 - 08:33:39 PM, 0.00, 0.00, 873.20, 0.00, 20.12, 0, 8, 40
2024_05_16 - 08:33:42 PM, 0.00, 0.00, 873.20, 0.00, 20.12, 0, 8, 40
2024_05_16 - 08:33:43 PM, 0.00, 0.00, 873.24, 0.00, 20.12, 0, 8, 40
2024_05_16 - 08:33:45 PM, 0.00, 0.00, 873.24, 0.00, 20.12, 0, 8, 40
2024_05_16 - 08:33:54 PM, 0.00, 0.00, 873.24, 0.00, 20.12, 0, 8, 40
2024_05_16 - 08:33:57 PM, 0.00, 0.00, 873.24, 0.00, 20.12, 0, 8, 40
2024_05_16 - 08:34:00 PM, 0.00, 0.00, 873.24, 0.00, 20.12, 0, 8, 40
2024_05_16 - 08:34:01 PM, 0.00, 0.00, 873.21, 0.00, 19.93, 0, 8, 40
2024_05_16 - 08:34:03 PM, 0.00, 0.00, 873.21, 0.00, 19.93, 0, 8, 40
2024_05_16 - 08:34:11 PM, 0.00, 0.00, 873.21, 0.00, 19.93, 0, 8, 40
2024_05_16 - 08:34:15 PM, 0.00, 0.00, 873.21, 0.00, 19.93, 0, 8, 40
2024_05_16 - 08:34:18 PM, 0.00, 0.00, 873.21, 0.00, 19.93, 0, 8, 40
2024_05_16 - 08:34:19 PM, 0.00, 0.00, 873.23, 0.00, 19.91, 0, 10, 40
2024_05_16 - 08:34:21 PM, 0.00, 0.00, 873.23, 0.00, 19.91, 0, 10, 40
2024_05_16 - 08:34:29 PM, 0.00, 0.00, 873.23, 0.00, 19.91, 0, 10, 40
2024_05_16 - 08:34:32 PM, 0.00, 0.00, 873.23, 0.00, 19.91, 0, 10, 40
2024_05_16 - 08:34:36 PM, 0.00, 0.00, 873.23, 0.00, 19.91, 0, 10, 40
2024_05_16 - 08:34:36 PM, 0.00, 0.00, 873.25, 0.00, 19.93, 0, 10, 42
2024_05_16 - 08:34:38 PM, 0.00, 0.00, 873.25, 0.00, 19.93, 0, 10, 42
2024_05_16 - 08:34:47 PM, 0.00, 0.00, 873.25, 0.00, 19.93, 0, 10, 42
2024_05_16 - 08:34:50 PM, 0.00, 0.00, 873.25, 0.00, 19.93, 0, 10, 42
2024_05_16 - 08:34:53 PM, 0.00, 0.00, 873.25, 0.00, 19.93, 0, 10, 42
2024_05_16 - 08:34:54 PM, 0.00, 0.00, 873.25, 0.00, 19.93, 2, 12, 42
2024_05_16 - 08:34:56 PM, 0.00, 0.00, 873.25, 0.00, 19.93, 2, 12, 42
2024_05_16 - 08:35:05 PM, 0.00, 0.00, 873.25, 0.00, 19.93, 2, 12, 42
2024_05_16 - 08:35:08 PM, 0.00, 0.00, 873.25, 0.00, 19.93, 2, 12, 42
2024_05_16 - 08:35:11 PM, 0.00, 0.00, 873.25, 0.00, 19.93, 2, 12, 42
2024_05_16 - 08:35:12 PM, 0.00, 0.00, 873.23, 0.00, 19.91, 0, 8, 40
2024_05_16 - 08:35:14 PM, 0.00, 0.00, 873.23, 0.00, 19.91, 0, 8, 40
2024_05_16 - 08:35:23 PM, 0.00, 0.00, 873.23, 0.00, 19.91, 0, 8, 40
2024_05_16 - 08:35:26 PM, 0.00, 0.00, 873.23, 0.00, 19.91, 0, 8, 40
2024_05_16 - 08:35:29 PM, 0.00, 0.00, 873.23, 0.00, 19.91, 0, 8, 40
2024_05_16 - 08:35:30 PM, 0.00, 0.00, 873.20, 0.00, 19.95, 0, 8, 40
2024_05_16 - 08:35:32 PM, 0.00, 0.00, 873.20, 0.00, 19.95, 0, 8, 40
2024_05_16 - 08:35:41 PM, 0.00, 0.00, 873.20, 0.00, 19.95, 0, 8, 40
2024_05_16 - 08:35:44 PM, 0.00, 0.00, 873.20, 0.00, 19.95, 0, 8, 40
2024_05_16 - 08:35:47 PM, 0.00, 0.00, 873.20, 0.00, 19.95, 0, 8, 40
2024_05_16 - 08:35:48 PM, 0.00, 0.00, 873.24, 0.00, 19.82, 0, 8, 40
2024_05_16 - 08:35:50 PM, 0.00, 0.00, 873.24, 0.00, 19.82, 0, 8, 40
2024_05_16 - 08:35:59 PM, 0.00, 0.00, 873.24, 0.00, 19.82, 0, 8, 40
2024_05_16 - 08:36:02 PM, 0.00, 0.00, 873.24, 0.00, 19.82, 0, 8, 40
2024_05_16 - 08:36:05 PM, 0.00, 0.00, 873.24, 0.00, 19.82, 0, 8, 40
2024_05_16 - 08:36:06 PM, 0.00, 0.00, 873.22, 0.00, 19.91, 0, 8, 40
2024_05_16 - 08:36:08 PM, 0.00, 0.00, 873.22, 0.00, 19.91, 0, 8, 40
2024_05_16 - 08:36:16 PM, 0.00, 0.00, 873.22, 0.00, 19.91, 0, 8, 40
2024_05_16 - 08:36:20 PM, 0.00, 0.00, 873.22, 0.00, 19.91, 0, 8, 40
2024_05_16 - 08:36:23 PM, 0.00, 0.00, 873.22, 0.00, 19.91, 0, 8, 40
2024_05_16 - 08:36:24 PM, 0.00, 0.00, 873.21, 0.00, 19.89, 0, 8, 40
2024_05_16 - 08:36:26 PM, 0.00, 0.00, 873.21, 0.00, 19.89, 0, 8, 40
2024_05_16 - 08:36:34 PM, 0.00, 0.00, 873.21, 0.00, 19.89, 0, 8, 40
2024_05_16 - 08:36:37 PM, 0.00, 0.00, 873.21, 0.00, 19.89, 0, 8, 40
2024_05_16 - 08:36:41 PM, 0.00, 0.00, 873.21, 0.00, 19.89, 0, 8, 40
2024_05_16 - 08:36:41 PM, 0.00, 0.00, 873.21, 0.00, 19.76, 2, 10, 42
2024_05_16 - 08:36:44 PM, 0.00, 0.00, 873.21, 0.00, 19.76, 2, 10, 42
2024_05_16 - 08:36:52 PM, 0.00, 0.00, 873.21, 0.00, 19.76, 2, 10, 42
2024_05_16 - 08:36:55 PM, 0.00, 0.00, 873.21, 0.00, 19.76, 2, 10, 42
2024_05_16 - 08:36:58 PM, 0.00, 0.00, 873.21, 0.00, 19.76, 2, 10, 42
2024_05_16 - 08:36:59 PM, 0.00, 0.00, 873.21, 0.00, 19.71, 0, 18, 48
2024_05_16 - 08:37:01 PM, 0.00, 0.00, 873.21, 0.00, 19.71, 0, 18, 48
2024_05_16 - 08:37:10 PM, 0.00, 0.00, 873.21, 0.00, 19.71, 0, 18, 48
2024_05_16 - 08:37:13 PM, 0.00, 0.00, 873.21, 0.00, 19.71, 0, 18, 48
2024_05_16 - 08:37:16 PM, 0.00, 0.00, 873.21, 0.00, 19.71, 0, 18, 48
2024_05_16 - 08:37:17 PM, 0.00, 0.00, 873.22, 0.00, 19.69, 0, 8, 40
2024_05_16 - 08:37:19 PM, 0.00, 0.00, 873.22, 0.00, 19.69, 0, 8, 40
2024_05_16 - 08:37:28 PM, 0.00, 0.00, 873.22, 0.00, 19.69, 0, 8, 40
2024_05_16 - 08:37:31 PM, 0.00, 0.00, 873.22, 0.00, 19.69, 0, 8, 40
2024_05_16 - 08:37:34 PM, 0.00, 0.00, 873.22, 0.00, 19.69, 0, 8, 40
2024_05_16 - 08:37:35 PM, 0.00, 0.00, 873.22, 0.00, 19.69, 0, 8, 40
2024_05_16 - 08:37:37 PM, 0.00, 0.00, 873.22, 0.00, 19.69, 0, 8, 40
2024_05_16 - 08:37:46 PM, 0.00, 0.00, 873.22, 0.00, 19.69, 0, 8, 40
2024_05_16 - 08:37:49 PM, 0.00, 0.00, 873.22, 0.00, 19.69, 0, 8, 40
2024_05_16 - 08:37:52 PM, 0.00, 0.00, 873.22, 0.00, 19.69, 0, 8, 40
2024_05_16 - 08:37:53 PM, 0.00, 0.00, 873.21, 0.00, 19.75, 0, 8, 40
2024_05_16 - 08:37:55 PM, 0.00, 0.00, 873.21, 0.00, 19.75, 0, 8, 40
2024_05_16 - 08:38:04 PM, 0.00, 0.00, 873.21, 0.00, 19.75, 0, 8, 40
2024_05_16 - 08:38:07 PM, 0.00, 0.00, 873.21, 0.00, 19.75, 0, 8, 40
2024_05_16 - 08:38:10 PM, 0.00, 0.00, 873.21, 0.00, 19.75, 0, 8, 40
2024_05_16 - 08:38:11 PM, 0.00, 0.00, 873.21, 0.00, 19.67, 0, 8, 40
2024_05_16 - 08:38:13 PM, 0.00, 0.00, 873.21, 0.00, 19.67, 0, 8, 40
2024_05_16 - 08:38:21 PM, 0.00, 0.00, 873.21, 0.00, 19.67, 0, 8, 40
2024_05_16 - 08:38:25 PM, 0.00, 0.00, 873.21, 0.00, 19.67, 0, 8, 40
2024_05_16 - 08:38:28 PM, 0.00, 0.00, 873.21, 0.00, 19.67, 0, 8, 40
2024_05_16 - 08:38:29 PM, 0.00, 0.00, 873.20, 0.00, 19.67, 0, 8, 40
2024_05_16 - 08:38:31 PM, 0.00, 0.00, 873.20, 0.00, 19.67, 0, 8, 40
2024_05_16 - 08:38:39 PM, 0.00, 0.00, 873.20, 0.00, 19.67, 0, 8, 40
2024_05_16 - 08:38:42 PM, 0.00, 0.00, 873.20, 0.00, 19.67, 0, 8, 40
2024_05_16 - 08:38:45 PM, 0.00, 0.00, 873.20, 0.00, 19.67, 0, 8, 40
2024_05_16 - 08:38:47 PM, 0.00, 0.00, 873.23, 0.00, 19.64, 0, 8, 40
2024_05_16 - 08:38:49 PM, 0.00, 0.00, 873.23, 0.00, 19.64, 0, 8, 40
2024_05_16 - 08:38:57 PM, 0.00, 0.00, 873.23, 0.00, 19.64, 0, 8, 40
2024_05_16 - 08:39:00 PM, 0.00, 0.00, 873.23, 0.00, 19.64, 0, 8, 40
2024_05_16 - 08:39:03 PM, 0.00, 0.00, 873.23, 0.00, 19.64, 0, 8, 40
2024_05_16 - 08:39:04 PM, 0.00, 0.00, 873.24, 0.00, 19.66, 0, 12, 42
2024_05_16 - 08:39:06 PM, 0.00, 0.00, 873.24, 0.00, 19.66, 0, 12, 42
2024_05_16 - 08:39:15 PM, 0.00, 0.00, 873.24, 0.00, 19.66, 0, 12, 42
2024_05_16 - 08:39:18 PM, 0.00, 0.00, 873.24, 0.00, 19.66, 0, 12, 42
2024_05_16 - 08:39:21 PM, 0.00, 0.00, 873.24, 0.00, 19.66, 0, 12, 42
2024_05_16 - 08:39:22 PM, 0.00, 0.00, 873.23, 0.00, 19.55, 4, 14, 44
2024_05_16 - 08:39:24 PM, 0.00, 0.00, 873.23, 0.00, 19.55, 4, 14, 44
2024_05_16 - 08:39:33 PM, 0.00, 0.00, 873.23, 0.00, 19.55, 4, 14, 44
2024_05_16 - 08:39:36 PM, 0.00, 0.00, 873.23, 0.00, 19.55, 4, 14, 44
2024_05_16 - 08:39:39 PM, 0.00, 0.00, 873.23, 0.00, 19.55, 4, 14, 44
2024_05_16 - 08:39:40 PM, 0.00, 0.00, 873.23, 0.00, 19.49, 2, 12, 42
2024_05_16 - 08:39:42 PM, 0.00, 0.00, 873.23, 0.00, 19.49, 2, 12, 42
2024_05_16 - 08:39:51 PM, 0.00, 0.00, 873.23, 0.00, 19.49, 2, 12, 42
2024_05_16 - 08:39:54 PM, 0.00, 0.00, 873.23, 0.00, 19.49, 2, 12, 42
2024_05_16 - 08:39:57 PM, 0.00, 0.00, 873.23, 0.00, 19.49, 2, 12, 42
2024_05_16 - 08:39:58 PM, 0.00, 0.00, 873.23, 0.00, 19.57, 0, 8, 40
2024_05_16 - 08:40:00 PM, 0.00, 0.00, 873.23, 0.00, 19.57, 0, 8, 40
2024_05_16 - 08:40:09 PM, 0.00, 0.00, 873.23, 0.00, 19.57, 0, 8, 40
2024_05_16 - 08:40:12 PM, 0.00, 0.00, 873.23, 0.00, 19.57, 0, 8, 40
2024_05_16 - 08:40:15 PM, 0.00, 0.00, 873.23, 0.00, 19.57, 0, 8, 40
2024_05_16 - 08:40:16 PM, 0.00, 0.00, 873.21, 0.00, 19.51, 2, 12, 42
2024_05_16 - 08:40:18 PM, 0.00, 0.00, 873.21, 0.00, 19.51, 2, 12, 42
2024_05_16 - 08:40:26 PM, 0.00, 0.00, 873.21, 0.00, 19.51, 2, 12, 42
2024_05_16 - 08:40:30 PM, 0.00, 0.00, 873.21, 0.00, 19.51, 2, 12, 42
2024_05_16 - 08:40:33 PM, 0.00, 0.00, 873.21, 0.00, 19.51, 2, 12, 42
2024_05_16 - 08:40:34 PM, 0.00, 0.00, 873.22, 0.00, 19.44, 0, 10, 42
2024_05_16 - 08:40:36 PM, 0.00, 0.00, 873.22, 0.00, 19.44, 0, 10, 42
2024_05_16 - 08:40:44 PM, 0.00, 0.00, 873.22, 0.00, 19.44, 0, 10, 42
2024_05_16 - 08:40:47 PM, 0.00, 0.00, 873.22, 0.00, 19.44, 0, 10, 42
2024_05_16 - 08:40:50 PM, 0.00, 0.00, 873.22, 0.00, 19.44, 0, 10, 42
2024_05_16 - 08:40:52 PM, 0.00, 0.00, 873.22, 0.00, 19.49, 2, 10, 42
2024_05_16 - 08:40:54 PM, 0.00, 0.00, 873.22, 0.00, 19.49, 2, 10, 42
2024_05_16 - 08:41:02 PM, 0.00, 0.00, 873.22, 0.00, 19.49, 2, 10, 42
2024_05_16 - 08:41:05 PM, 0.00, 0.00, 873.22, 0.00, 19.49, 2, 10, 42
2024_05_16 - 08:41:08 PM, 0.00, 0.00, 873.22, 0.00, 19.49, 2, 10, 42
2024_05_16 - 08:41:09 PM, 0.00, 0.00, 873.21, 0.00, 19.53, 0, 8, 40
2024_05_16 - 08:41:11 PM, 0.00, 0.00, 873.21, 0.00, 19.53, 0, 8, 40
2024_05_16 - 08:41:20 PM, 0.00, 0.00, 873.21, 0.00, 19.53, 0, 8, 40
2024_05_16 - 08:41:23 PM, 0.00, 0.00, 873.21, 0.00, 19.53, 0, 8, 40
2024_05_16 - 08:41:26 PM, 0.00, 0.00, 873.21, 0.00, 19.53, 0, 8, 40
2024_05_16 - 08:41:27 PM, 0.00, 0.00, 873.22, 0.00, 19.44, 0, 8, 40
2024_05_16 - 08:41:29 PM, 0.00, 0.00, 873.22, 0.00, 19.44, 0, 8, 40
2024_05_16 - 08:41:38 PM, 0.00, 0.00, 873.22, 0.00, 19.44, 0, 8, 40
2024_05_16 - 08:41:41 PM, 0.00, 0.00, 873.22, 0.00, 19.44, 0, 8, 40
2024_05_16 - 08:41:44 PM, 0.00, 0.00, 873.22, 0.00, 19.44, 0, 8, 40
2024_05_16 - 08:41:45 PM, 0.00, 0.00, 873.20, 0.00, 19.44, 2, 12, 42
2024_05_16 - 08:41:47 PM, 0.00, 0.00, 873.20, 0.00, 19.44, 2, 12, 42
2024_05_16 - 08:41:56 PM, 0.00, 0.00, 873.20, 0.00, 19.44, 2, 12, 42
2024_05_16 - 08:41:59 PM, 0.00, 0.00, 873.20, 0.00, 19.44, 2, 12, 42
2024_05_16 - 08:42:02 PM, 0.00, 0.00, 873.20, 0.00, 19.44, 2, 12, 42
2024_05_16 - 08:42:03 PM, 0.00, 0.00, 873.17, 0.00, 19.30, 0, 8, 40
2024_05_16 - 08:42:05 PM, 0.00, 0.00, 873.17, 0.00, 19.30, 0, 8, 40
2024_05_16 - 08:42:14 PM, 0.00, 0.00, 873.17, 0.00, 19.30, 0, 8, 40
2024_05_16 - 08:42:17 PM, 0.00, 0.00, 873.17, 0.00, 19.30, 0, 8, 40
2024_05_16 - 08:42:20 PM, 0.00, 0.00, 873.17, 0.00, 19.30, 0, 8, 40
2024_05_16 - 08:42:21 PM, 0.00, 0.00, 873.19, 0.00, 19.33, 2, 10, 42
2024_05_16 - 08:42:23 PM, 0.00, 0.00, 873.19, 0.00, 19.33, 2, 10, 42
2024_05_16 - 08:42:31 PM, 0.00, 0.00, 873.19, 0.00, 19.33, 2, 10, 42
2024_05_16 - 08:42:35 PM, 0.00, 0.00, 873.19, 0.00, 19.33, 2, 10, 42
2024_05_16 - 08:42:38 PM, 0.00, 0.00, 873.19, 0.00, 19.33, 2, 10, 42
2024_05_16 - 08:42:39 PM, 0.00, 0.00, 873.15, 0.00, 19.25, 0, 10, 40
2024_05_16 - 08:42:41 PM, 0.00, 0.00, 873.15, 0.00, 19.25, 0, 10, 40
2024_05_16 - 08:42:49 PM, 0.00, 0.00, 873.15, 0.00, 19.25, 0, 10, 40
2024_05_16 - 08:42:52 PM, 0.00, 0.00, 873.15, 0.00, 19.25, 0, 10, 40
2024_05_16 - 08:42:56 PM, 0.00, 0.00, 873.15, 0.00, 19.25, 0, 10, 40
2024_05_16 - 08:42:57 PM, 0.00, 0.00, 873.16, 0.00, 19.39, 0, 10, 40
2024_05_16 - 08:42:59 PM, 0.00, 0.00, 873.16, 0.00, 19.39, 0, 10, 40
2024_05_16 - 08:43:07 PM, 0.00, 0.00, 873.16, 0.00, 19.39, 0, 10, 40
2024_05_16 - 08:43:10 PM, 0.00, 0.00, 873.16, 0.00, 19.39, 0, 10, 40
2024_05_16 - 08:43:13 PM, 0.00, 0.00, 873.16, 0.00, 19.39, 0, 10, 40
2024_05_16 - 08:43:14 PM, 0.00, 0.00, 873.13, 0.00, 19.32, 0, 8, 40
2024_05_16 - 08:43:16 PM, 0.00, 0.00, 873.13, 0.00, 19.32, 0, 8, 40
2024_05_16 - 08:43:25 PM, 0.00, 0.00, 873.13, 0.00, 19.32, 0, 8, 40
2024_05_16 - 08:43:28 PM, 0.00, 0.00, 873.13, 0.00, 19.32, 0, 8, 40
2024_05_16 - 08:43:31 PM, 0.00, 0.00, 873.13, 0.00, 19.32, 0, 8, 40
2024_05_16 - 08:43:32 PM, 0.00, 0.00, 873.12, 0.00, 19.21, 0, 8, 40
2024_05_16 - 08:43:34 PM, 0.00, 0.00, 873.12, 0.00, 19.21, 0, 8, 40
2024_05_16 - 08:43:43 PM, 0.00, 0.00, 873.12, 0.00, 19.21, 0, 8, 40
2024_05_16 - 08:43:46 PM, 0.00, 0.00, 873.12, 0.00, 19.21, 0, 8, 40
2024_05_16 - 08:43:49 PM, 0.00, 0.00, 873.12, 0.00, 19.21, 0, 8, 40
2024_05_16 - 08:43:50 PM, 0.00, 0.00, 873.10, 0.00, 19.26, 0, 8, 40
2024_05_16 - 08:43:52 PM, 0.00, 0.00, 873.10, 0.00, 19.26, 0, 8, 40
2024_05_16 - 08:44:01 PM, 0.00, 0.00, 873.10, 0.00, 19.26, 0, 8, 40
2024_05_16 - 08:44:04 PM, 0.00, 0.00, 873.10, 0.00, 19.26, 0, 8, 40
2024_05_16 - 08:44:07 PM, 0.00, 0.00, 873.10, 0.00, 19.26, 0, 8, 40
2024_05_16 - 08:44:08 PM, 0.00, 0.00, 873.12, 0.00, 19.26, 0, 10, 40
2024_05_16 - 08:44:10 PM, 0.00, 0.00, 873.12, 0.00, 19.26, 0, 10, 40
2024_05_17 - 02:31:18 PM,0,0,0,0,0,0,0,0
2024_05_17 - 02:31:21 PM,0,0,0,0,0,0,0,0
2024_05_17 - 02:31:24 PM,0,0,0,0,0,0,0,0
2024_05_17 - 02:31:28 PM,0,0,0,0,0,0,0,0
2024_05_17 - 02:31:28 PM, 24.19, 30.39, 877.10, 1128.75, 14.37, 0, 3, 3
2024_05_17 - 02:31:31 PM, 24.19, 30.39, 877.10, 1128.75, 14.37, 0, 3, 3
