Time,Temp,RH,Pres,CO2,Gas,PM1,PM25,PM10
2024_05_16 - 07:43:27 PM, 0.00, 0.00, 871.93, 0.00, 26.69, 2, 14, 44
2024_05_16 - 07:43:35 PM, 0.00, 0.00, 871.93, 0.00, 26.69, 2, 14, 44
2024_05_16 - 07:43:39 PM, 0.00, 0.00, 871.93, 0.00, 26.69, 2, 14, 44
2024_05_16 - 07:43:42 PM, 0.00, 0.00, 871.93, 0.00, 26.69, 2, 14, 44
2024_05_16 - 07:43:43 PM, 0.00, 0.00, 871.99, 0.00, 26.83, 10, 18, 50
2024_05_16 - 07:43:45 PM, 0.00, 0.00, 871.99, 0.00, 26.83, 10, 18, 50
2024_05_16 - 07:43:53 PM, 0.00, 0.00, 871.99, 0.00, 26.83, 10, 18, 50
2024_05_16 - 07:43:56 PM, 0.00, 0.00, 871.99, 0.00, 26.83, 10, 18, 50
2024_05_16 - 07:44:00 PM, 0.00, 0.00, 871.99, 0.00, 26.83, 10, 18, 50
2024_05_16 - 07:44:01 PM, 0.00, 0.00, 871.99, 0.00, 26.81, 6, 16, 48
2024_05_16 - 07:44:03 PM, 0.00, 0.00, 871.99, 0.00, 26.81, 6, 16, 48
2024_05_16 - 07:44:11 PM, 0.00, 0.00, 871.99, 0.00, 26.81, 6, 16, 48
2024_05_16 - 07:44:14 PM, 0.00, 0.00, 871.99, 0.00, 26.81, 6, 16, 48
2024_05_16 - 07:44:17 PM, 0.00, 0.00, 871.99, 0.00, 26.81, 6, 16, 48
2024_05_16 - 07:44:18 PM, 0.00, 0.00, 872.06, 0.00, 26.71, 2, 10, 42
2024_05_16 - 07:44:20 PM, 0.00, 0.00, 872.06, 0.00, 26.71, 2, 10, 42
2024_05_16 - 07:44:29 PM, 0.00, 0.00, 872.06, 0.00, 26.71, 2, 10, 42
2024_05_16 - 07:44:32 PM, 0.00, 0.00, 872.06, 0.00, 26.71, 2, 10, 42
2024_05_16 - 07:44:35 PM, 0.00, 0.00, 872.06, 0.00, 26.71, 2, 10, 42
2024_05_16 - 07:44:36 PM, 0.00, 0.00, 872.01, 0.00, 26.81, 0, 8, 40
2024_05_16 - 07:44:38 PM, 0.00, 0.00, 872.01, 0.00, 26.81, 0, 8, 40
2024_05_16 - 07:44:47 PM, 0.00, 0.00, 872.01, 0.00, 26.81, 0, 8, 40
2024_05_16 - 07:44:50 PM, 0.00, 0.00, 872.01, 0.00, 26.81, 0, 8, 40
2024_05_16 - 07:44:53 PM, 0.00, 0.00, 872.01, 0.00, 26.81, 0, 8, 40
2024_05_16 - 07:44:54 PM, 0.00, 0.00, 872.01, 0.00, 27.01, 2, 20, 50
2024_05_16 - 07:44:56 PM, 0.00, 0.00, 872.01, 0.00, 27.01, 2, 20, 50
2024_05_16 - 07:45:05 PM, 0.00, 0.00, 872.01, 0.00, 27.01, 2, 20, 50
2024_05_16 - 07:45:08 PM, 0.00, 0.00, 872.01, 0.00, 27.01, 2, 20, 50
2024_05_16 - 07:45:11 PM, 0.00, 0.00, 872.01, 0.00, 27.01, 2, 20, 50
2024_05_16 - 07:45:12 PM, 0.00, 0.00, 871.91, 0.00, 26.84, 2, 10, 42
2024_05_16 - 07:45:14 PM, 0.00, 0.00, 871.91, 0.00, 26.84, 2, 10, 42
2024_05_16 - 07:45:23 PM, 0.00, 0.00, 871.91, 0.00, 26.84, 2, 10, 42
2024_05_16 - 07:45:26 PM, 0.00, 0.00, 871.91, 0.00, 26.84, 2, 10, 42
2024_05_16 - 07:45:29 PM, 0.00, 0.00, 871.91, 0.00, 26.84, 2, 10, 42
2024_05_16 - 07:45:30 PM, 0.00, 0.00, 871.96, 0.00, 26.80, 12, 20, 52
2024_05_16 - 07:45:32 PM, 0.00, 0.00, 871.96, 0.00, 26.80, 12, 20, 52
2024_05_16 - 07:45:41 PM, 0.00, 0.00, 871.96, 0.00, 26.80, 12, 20, 52
2024_05_16 - 07:45:44 PM, 0.00, 0.00, 871.96, 0.00, 26.80, 12, 20, 52
2024_05_16 - 07:45:47 PM, 0.00, 0.00, 871.96, 0.00, 26.80, 12, 20, 52
2024_05_16 - 07:45:48 PM, 0.00, 0.00, 872.01, 0.00, 26.64, 0, 10, 42
2024_05_16 - 07:45:50 PM, 0.00, 0.00, 872.01, 0.00, 26.64, 0, 10, 42
2024_05_16 - 07:45:58 PM, 0.00, 0.00, 872.01, 0.00, 26.64, 0, 10, 42
2024_05_16 - 07:46:01 PM, 0.00, 0.00, 872.01, 0.00, 26.64, 0, 10, 42
2024_05_16 - 07:46:05 PM, 0.00, 0.00, 872.01, 0.00, 26.64, 0, 10, 42
2024_05_16 - 07:46:06 PM, 0.00, 0.00, 872.01, 0.00, 26.78, 0, 8, 40
2024_05_16 - 07:46:08 PM, 0.00, 0.00, 872.01, 0.00, 26.78, 0, 8, 40
2024_05_16 - 07:46:16 PM, 0.00, 0.00, 872.01, 0.00, 26.78, 0, 8, 40
2024_05_16 - 07:46:19 PM, 0.00, 0.00, 872.01, 0.00, 26.78, 0, 8, 40
2024_05_16 - 07:46:22 PM, 0.00, 0.00, 872.01, 0.00, 26.78, 0, 8, 40
2024_05_16 - 07:46:23 PM, 0.00, 0.00, 872.03, 0.00, 26.90, 4, 18, 50
2024_05_16 - 07:46:25 PM, 0.00, 0.00, 872.03, 0.00, 26.90, 4, 18, 50
2024_05_16 - 07:46:34 PM, 0.00, 0.00, 872.03, 0.00, 26.90, 4, 18, 50
2024_05_16 - 07:46:37 PM, 0.00, 0.00, 872.03, 0.00, 26.90, 4, 18, 50
2024_05_16 - 07:46:40 PM, 0.00, 0.00, 872.03, 0.00, 26.90, 4, 18, 50
2024_05_16 - 07:46:41 PM, 0.00, 0.00, 872.08, 0.00, 26.90, 0, 10, 40
2024_05_16 - 07:46:43 PM, 0.00, 0.00, 872.08, 0.00, 26.90, 0, 10, 40
2024_05_16 - 07:46:52 PM, 0.00, 0.00, 872.08, 0.00, 26.90, 0, 10, 40
2024_05_16 - 07:46:55 PM, 0.00, 0.00, 872.08, 0.00, 26.90, 0, 10, 40
2024_05_16 - 07:46:58 PM, 0.00, 0.00, 872.08, 0.00, 26.90, 0, 10, 40
2024_05_16 - 07:46:59 PM, 0.00, 0.00, 872.10, 0.00, 27.07, 0, 10, 42
2024_05_16 - 07:47:01 PM, 0.00, 0.00, 872.10, 0.00, 27.07, 0, 10, 42
2024_05_16 - 07:47:10 PM, 0.00, 0.00, 872.10, 0.00, 27.07, 0, 10, 42
2024_05_16 - 07:47:13 PM, 0.00, 0.00, 872.10, 0.00, 27.07, 0, 10, 42
2024_05_16 - 07:47:16 PM, 0.00, 0.00, 872.10, 0.00, 27.07, 0, 10, 42
2024_05_16 - 07:47:17 PM, 0.00, 0.00, 872.09, 0.00, 27.17, 2, 12, 42
2024_05_16 - 07:47:19 PM, 0.00, 0.00, 872.09, 0.00, 27.17, 2, 12, 42
2024_05_16 - 07:47:28 PM, 0.00, 0.00, 872.09, 0.00, 27.17, 2, 12, 42
2024_05_16 - 07:47:31 PM, 0.00, 0.00, 872.09, 0.00, 27.17, 2, 12, 42
2024_05_16 - 07:47:34 PM, 0.00, 0.00, 872.09, 0.00, 27.17, 2, 12, 42
2024_05_16 - 07:47:35 PM, 0.00, 0.00, 872.09, 0.00, 27.03, 2, 10, 42
2024_05_16 - 07:47:37 PM, 0.00, 0.00, 872.09, 0.00, 27.03, 2, 10, 42
2024_05_16 - 07:47:45 PM, 0.00, 0.00, 872.09, 0.00, 27.03, 2, 10, 42
2024_05_16 - 07:47:49 PM, 0.00, 0.00, 872.09, 0.00, 27.03, 2, 10, 42
2024_05_16 - 07:47:52 PM, 0.00, 0.00, 872.09, 0.00, 27.03, 2, 10, 42
2024_05_16 - 07:47:53 PM, 0.00, 0.00, 872.10, 0.00, 27.05, 0, 8, 40
2024_05_16 - 07:47:55 PM, 0.00, 0.00, 872.10, 0.00, 27.05, 0, 8, 40
2024_05_16 - 07:48:03 PM, 0.00, 0.00, 872.10, 0.00, 27.05, 0, 8, 40
2024_05_16 - 07:48:06 PM, 0.00, 0.00, 872.10, 0.00, 27.05, 0, 8, 40
2024_05_16 - 07:48:10 PM, 0.00, 0.00, 872.10, 0.00, 27.05, 0, 8, 40
2024_05_16 - 07:48:11 PM, 0.00, 0.00, 872.05, 0.00, 26.90, 0, 8, 40
2024_05_16 - 07:48:13 PM, 0.00, 0.00, 872.05, 0.00, 26.90, 0, 8, 40
2024_05_16 - 07:48:21 PM, 0.00, 0.00, 872.05, 0.00, 26.90, 0, 8, 40
2024_05_16 - 07:48:24 PM, 0.00, 0.00, 872.05, 0.00, 26.90, 0, 8, 40
2024_05_16 - 07:48:27 PM, 0.00, 0.00, 872.05, 0.00, 26.90, 0, 8, 40
2024_05_16 - 07:48:28 PM, 0.00, 0.00, 872.04, 0.00, 26.84, 0, 8, 40
2024_05_16 - 07:48:30 PM, 0.00, 0.00, 872.04, 0.00, 26.84, 0, 8, 40
2024_05_16 - 07:48:39 PM, 0.00, 0.00, 872.04, 0.00, 26.84, 0, 8, 40
2024_05_16 - 07:48:42 PM, 0.00, 0.00, 872.04, 0.00, 26.84, 0, 8, 40
2024_05_16 - 07:48:45 PM, 0.00, 0.00, 872.04, 0.00, 26.84, 0, 8, 40
2024_05_16 - 07:48:46 PM, 0.00, 0.00, 872.11, 0.00, 26.83, 12, 24, 54
2024_05_16 - 07:48:48 PM, 0.00, 0.00, 872.11, 0.00, 26.83, 12, 24, 54
2024_05_16 - 07:48:57 PM, 0.00, 0.00, 872.11, 0.00, 26.83, 12, 24, 54
2024_05_16 - 07:49:00 PM, 0.00, 0.00, 872.11, 0.00, 26.83, 12, 24, 54
2024_05_16 - 07:49:03 PM, 0.00, 0.00, 872.11, 0.00, 26.83, 12, 24, 54
2024_05_16 - 07:49:04 PM, 0.00, 0.00, 872.14, 0.00, 26.84, 0, 10, 40
2024_05_16 - 07:49:06 PM, 0.00, 0.00, 872.14, 0.00, 26.84, 0, 10, 40
2024_05_16 - 07:49:15 PM, 0.00, 0.00, 872.14, 0.00, 26.84, 0, 10, 40
2024_05_16 - 07:49:18 PM, 0.00, 0.00, 872.14, 0.00, 26.84, 0, 10, 40
2024_05_16 - 07:49:21 PM, 0.00, 0.00, 872.14, 0.00, 26.84, 0, 10, 40
2024_05_16 - 07:49:22 PM, 0.00, 0.00, 872.12, 0.00, 26.83, 2, 10, 42
2024_05_16 - 07:49:24 PM, 0.00, 0.00, 872.12, 0.00, 26.83, 2, 10, 42
2024_05_16 - 07:49:33 PM, 0.00, 0.00, 872.12, 0.00, 26.83, 2, 10, 42
2024_05_16 - 07:49:36 PM, 0.00, 0.00, 872.12, 0.00, 26.83, 2, 10, 42
2024_05_16 - 07:49:39 PM, 0.00, 0.00, 872.12, 0.00, 26.83, 2, 10, 42
2024_05_16 - 07:49:40 PM, 0.00, 0.00, 872.27, 0.00, 26.93, 4, 14, 44
2024_05_16 - 07:49:42 PM, 0.00, 0.00, 872.27, 0.00, 26.93, 4, 14, 44
2024_05_16 - 07:49:51 PM, 0.00, 0.00, 872.27, 0.00, 26.93, 4, 14, 44
2024_05_16 - 07:49:54 PM, 0.00, 0.00, 872.27, 0.00, 26.93, 4, 14, 44
2024_05_16 - 07:49:57 PM, 0.00, 0.00, 872.27, 0.00, 26.93, 4, 14, 44
2024_05_16 - 07:49:58 PM, 0.00, 0.00, 872.25, 0.00, 26.80, 6, 14, 46
2024_05_16 - 07:50:00 PM, 0.00, 0.00, 872.25, 0.00, 26.80, 6, 14, 46
2024_05_16 - 07:50:08 PM, 0.00, 0.00, 872.25, 0.00, 26.80, 6, 14, 46
2024_05_16 - 07:50:11 PM, 0.00, 0.00, 872.25, 0.00, 26.80, 6, 14, 46
2024_05_16 - 07:50:15 PM, 0.00, 0.00, 872.25, 0.00, 26.80, 6, 14, 46
2024_05_16 - 07:50:16 PM, 0.00, 0.00, 872.32, 0.00, 26.83, 4, 12, 44
2024_05_16 - 07:50:18 PM, 0.00, 0.00, 872.32, 0.00, 26.83, 4, 12, 44
2024_05_16 - 07:50:26 PM, 0.00, 0.00, 872.32, 0.00, 26.83, 4, 12, 44
2024_05_16 - 07:50:29 PM, 0.00, 0.00, 872.32, 0.00, 26.83, 4, 12, 44
2024_05_16 - 07:50:32 PM, 0.00, 0.00, 872.32, 0.00, 26.83, 4, 12, 44
2024_05_16 - 07:50:33 PM, 0.00, 0.00, 872.37, 0.00, 26.66, 2, 12, 42
2024_05_16 - 07:50:35 PM, 0.00, 0.00, 872.37, 0.00, 26.66, 2, 12, 42
2024_05_16 - 07:50:44 PM, 0.00, 0.00, 872.37, 0.00, 26.66, 2, 12, 42
2024_05_16 - 07:50:47 PM, 0.00, 0.00, 872.37, 0.00, 26.66, 2, 12, 42
2024_05_16 - 07:50:50 PM, 0.00, 0.00, 872.37, 0.00, 26.66, 2, 12, 42
2024_05_16 - 07:50:51 PM, 0.00, 0.00, 872.37, 0.00, 26.55, 2, 14, 46
2024_05_16 - 07:50:53 PM, 0.00, 0.00, 872.37, 0.00, 26.55, 2, 14, 46
2024_05_16 - 07:51:02 PM, 0.00, 0.00, 872.37, 0.00, 26.55, 2, 14, 46
2024_05_16 - 07:51:05 PM, 0.00, 0.00, 872.37, 0.00, 26.55, 2, 14, 46
2024_05_16 - 07:51:08 PM, 0.00, 0.00, 872.37, 0.00, 26.55, 2, 14, 46
2024_05_16 - 07:51:09 PM, 0.00, 0.00, 872.37, 0.00, 26.78, 8, 20, 52
2024_05_16 - 07:51:11 PM, 0.00, 0.00, 872.37, 0.00, 26.78, 8, 20, 52
2024_05_16 - 07:51:20 PM, 0.00, 0.00, 872.37, 0.00, 26.78, 8, 20, 52
2024_05_16 - 07:51:23 PM, 0.00, 0.00, 872.37, 0.00, 26.78, 8, 20, 52
2024_05_16 - 07:51:26 PM, 0.00, 0.00, 872.37, 0.00, 26.78, 8, 20, 52
2024_05_16 - 07:51:27 PM, 0.00, 0.00, 872.34, 0.00, 26.61, 2, 12, 44
2024_05_16 - 07:51:29 PM, 0.00, 0.00, 872.34, 0.00, 26.61, 2, 12, 44
2024_05_16 - 07:51:38 PM, 0.00, 0.00, 872.34, 0.00, 26.61, 2, 12, 44
2024_05_16 - 07:51:41 PM, 0.00, 0.00, 872.34, 0.00, 26.61, 2, 12, 44
2024_05_16 - 07:51:44 PM, 0.00, 0.00, 872.34, 0.00, 26.61, 2, 12, 44
2024_05_16 - 07:51:45 PM, 0.00, 0.00, 872.42, 0.00, 26.69, 0, 10, 42
2024_05_16 - 07:51:47 PM, 0.00, 0.00, 872.42, 0.00, 26.69, 0, 10, 42
2024_05_16 - 07:51:56 PM, 0.00, 0.00, 872.42, 0.00, 26.69, 0, 10, 42
2024_05_16 - 07:51:59 PM, 0.00, 0.00, 872.42, 0.00, 26.69, 0, 10, 42
2024_05_16 - 07:52:02 PM, 0.00, 0.00, 872.42, 0.00, 26.69, 0, 10, 42
2024_05_16 - 07:52:03 PM, 0.00, 0.00, 872.39, 0.00, 26.64, 6, 26, 58
2024_05_16 - 07:52:05 PM, 0.00, 0.00, 872.39, 0.00, 26.64, 6, 26, 58
2024_05_16 - 07:52:13 PM, 0.00, 0.00, 872.39, 0.00, 26.64, 6, 26, 58
2024_05_16 - 07:52:16 PM, 0.00, 0.00, 872.39, 0.00, 26.64, 6, 26, 58
2024_05_16 - 07:52:20 PM, 0.00, 0.00, 872.39, 0.00, 26.64, 6, 26, 58
2024_05_16 - 07:52:21 PM, 0.00, 0.00, 872.40, 0.00, 26.61, 2, 12, 42
2024_05_16 - 07:52:23 PM, 0.00, 0.00, 872.40, 0.00, 26.61, 2, 12, 42
2024_05_16 - 07:52:31 PM, 0.00, 0.00, 872.40, 0.00, 26.61, 2, 12, 42
2024_05_16 - 07:52:34 PM, 0.00, 0.00, 872.40, 0.00, 26.61, 2, 12, 42
2024_05_16 - 07:52:37 PM, 0.00, 0.00, 872.40, 0.00, 26.61, 2, 12, 42
2024_05_16 - 07:52:38 PM, 0.00, 0.00, 872.45, 0.00, 26.73, 36, 50, 80
2024_05_16 - 07:52:40 PM, 0.00, 0.00, 872.45, 0.00, 26.73, 36, 50, 80
2024_05_16 - 07:52:49 PM, 0.00, 0.00, 872.45, 0.00, 26.73, 36, 50, 80
2024_05_16 - 07:52:52 PM, 0.00, 0.00, 872.45, 0.00, 26.73, 36, 50, 80
2024_05_16 - 07:52:55 PM, 0.00, 0.00, 872.45, 0.00, 26.73, 36, 50, 80
2024_05_16 - 07:52:56 PM, 0.00, 0.00, 872.53, 0.00, 26.69, 8, 26, 58
2024_05_16 - 07:52:58 PM, 0.00, 0.00, 872.53, 0.00, 26.69, 8, 26, 58
2024_05_16 - 07:53:07 PM, 0.00, 0.00, 872.53, 0.00, 26.69, 8, 26, 58
2024_05_16 - 07:53:10 PM, 0.00, 0.00, 872.53, 0.00, 26.69, 8, 26, 58
2024_05_16 - 07:53:13 PM, 0.00, 0.00, 872.53, 0.00, 26.69, 8, 26, 58
2024_05_16 - 07:53:14 PM, 0.00, 0.00, 872.49, 0.00, 26.66, 0, 14, 44
2024_05_16 - 07:53:16 PM, 0.00, 0.00, 872.49, 0.00, 26.66, 0, 14, 44
2024_05_16 - 07:53:25 PM, 0.00, 0.00, 872.49, 0.00, 26.66, 0, 14, 44
2024_05_16 - 07:53:28 PM, 0.00, 0.00, 872.49, 0.00, 26.66, 0, 14, 44
2024_05_16 - 07:53:31 PM, 0.00, 0.00, 872.49, 0.00, 26.66, 0, 14, 44
2024_05_16 - 07:53:32 PM, 0.00, 0.00, 872.38, 0.00, 26.71, 0, 8, 40
2024_05_16 - 07:53:34 PM, 0.00, 0.00, 872.38, 0.00, 26.71, 0, 8, 40
2024_05_16 - 07:53:43 PM, 0.00, 0.00, 872.38, 0.00, 26.71, 0, 8, 40
2024_05_16 - 07:53:46 PM, 0.00, 0.00, 872.38, 0.00, 26.71, 0, 8, 40
2024_05_16 - 07:53:49 PM, 0.00, 0.00, 872.38, 0.00, 26.71, 0, 8, 40
2024_05_16 - 07:53:50 PM, 0.00, 0.00, 872.58, 0.00, 26.64, 4, 28, 58
2024_05_16 - 07:53:52 PM, 0.00, 0.00, 872.58, 0.00, 26.64, 4, 28, 58
2024_05_16 - 07:54:01 PM, 0.00, 0.00, 872.58, 0.00, 26.64, 4, 28, 58
2024_05_16 - 07:54:04 PM, 0.00, 0.00, 872.58, 0.00, 26.64, 4, 28, 58
2024_05_16 - 07:54:07 PM, 0.00, 0.00, 872.58, 0.00, 26.64, 4, 28, 58
2024_05_16 - 07:54:08 PM, 0.00, 0.00, 872.55, 0.00, 26.58, 2, 10, 42
2024_05_16 - 07:54:10 PM, 0.00, 0.00, 872.55, 0.00, 26.58, 2, 10, 42
2024_05_16 - 07:54:18 PM, 0.00, 0.00, 872.55, 0.00, 26.58, 2, 10, 42
2024_05_16 - 07:54:21 PM, 0.00, 0.00, 872.55, 0.00, 26.58, 2, 10, 42
2024_05_16 - 07:54:25 PM, 0.00, 0.00, 872.55, 0.00, 26.58, 2, 10, 42
2024_05_16 - 07:54:26 PM, 0.00, 0.00, 872.53, 0.00, 26.66, 4, 16, 48
2024_05_16 - 07:54:28 PM, 0.00, 0.00, 872.53, 0.00, 26.66, 4, 16, 48
2024_05_16 - 07:54:36 PM, 0.00, 0.00, 872.53, 0.00, 26.66, 4, 16, 48
2024_05_16 - 07:54:39 PM, 0.00, 0.00, 872.53, 0.00, 26.66, 4, 16, 48
2024_05_16 - 07:54:42 PM, 0.00, 0.00, 872.53, 0.00, 26.66, 4, 16, 48
2024_05_16 - 07:54:43 PM, 0.00, 0.00, 872.54, 0.00, 26.66, 8, 18, 48
2024_05_16 - 07:54:45 PM, 0.00, 0.00, 872.54, 0.00, 26.66, 8, 18, 48
2024_05_16 - 07:54:54 PM, 0.00, 0.00, 872.54, 0.00, 26.66, 8, 18, 48
2024_05_16 - 07:54:57 PM, 0.00, 0.00, 872.54, 0.00, 26.66, 8, 18, 48
2024_05_16 - 07:55:00 PM, 0.00, 0.00, 872.54, 0.00, 26.66, 8, 18, 48
2024_05_16 - 07:55:01 PM, 0.00, 0.00, 872.59, 0.00, 26.64, 10, 24, 54
2024_05_16 - 07:55:03 PM, 0.00, 0.00, 872.59, 0.00, 26.64, 10, 24, 54
2024_05_16 - 07:55:12 PM, 0.00, 0.00, 872.59, 0.00, 26.64, 10, 24, 54
2024_05_16 - 07:55:15 PM, 0.00, 0.00, 872.59, 0.00, 26.64, 10, 24, 54
2024_05_16 - 07:55:18 PM, 0.00, 0.00, 872.59, 0.00, 26.64, 10, 24, 54
2024_05_16 - 07:55:19 PM, 0.00, 0.00, 872.60, 0.00, 26.76, 2, 12, 42
2024_05_16 - 07:55:21 PM, 0.00, 0.00, 872.60, 0.00, 26.76, 2, 12, 42
2024_05_16 - 07:55:30 PM, 0.00, 0.00, 872.60, 0.00, 26.76, 2, 12, 42
2024_05_16 - 07:55:33 PM, 0.00, 0.00, 872.60, 0.00, 26.76, 2, 12, 42
2024_05_16 - 07:55:36 PM, 0.00, 0.00, 872.60, 0.00, 26.76, 2, 12, 42
2024_05_16 - 07:55:37 PM, 0.00, 0.00, 872.58, 0.00, 26.63, 4, 18, 50
2024_05_16 - 07:55:39 PM, 0.00, 0.00, 872.58, 0.00, 26.63, 4, 18, 50
2024_05_16 - 07:55:48 PM, 0.00, 0.00, 872.58, 0.00, 26.63, 4, 18, 50
2024_05_16 - 07:55:51 PM, 0.00, 0.00, 872.58, 0.00, 26.63, 4, 18, 50
2024_05_16 - 07:55:54 PM, 0.00, 0.00, 872.58, 0.00, 26.63, 4, 18, 50
2024_05_16 - 07:55:55 PM, 0.00, 0.00, 872.69, 0.00, 26.45, 0, 8, 40
2024_05_16 - 07:55:57 PM, 0.00, 0.00, 872.69, 0.00, 26.45, 0, 8, 40
2024_05_16 - 07:56:06 PM, 0.00, 0.00, 872.69, 0.00, 26.45, 0, 8, 40
2024_05_16 - 07:56:09 PM, 0.00, 0.00, 872.69, 0.00, 26.45, 0, 8, 40
2024_05_16 - 07:56:12 PM, 0.00, 0.00, 872.69, 0.00, 26.45, 0, 8, 40
2024_05_16 - 07:56:13 PM, 0.00, 0.00, 872.68, 0.00, 26.69, 0, 10, 40
2024_05_16 - 07:56:15 PM, 0.00, 0.00, 872.68, 0.00, 26.69, 0, 10, 40
2024_05_16 - 07:56:23 PM, 0.00, 0.00, 872.68, 0.00, 26.69, 0, 10, 40
2024_05_16 - 07:56:27 PM, 0.00, 0.00, 872.68, 0.00, 26.69, 0, 10, 40
2024_05_16 - 07:56:30 PM, 0.00, 0.00, 872.68, 0.00, 26.69, 0, 10, 40
2024_05_16 - 07:56:31 PM, 0.00, 0.00, 872.64, 0.00, 26.53, 4, 12, 44
2024_05_16 - 07:56:33 PM, 0.00, 0.00, 872.64, 0.00, 26.53, 4, 12, 44
2024_05_16 - 07:56:41 PM, 0.00, 0.00, 872.64, 0.00, 26.53, 4, 12, 44
2024_05_16 - 07:56:44 PM, 0.00, 0.00, 872.64, 0.00, 26.53, 4, 12, 44
2024_05_16 - 07:56:48 PM, 0.00, 0.00, 872.64, 0.00, 26.53, 4, 12, 44
2024_05_16 - 07:56:49 PM, 0.00, 0.00, 872.70, 0.00, 26.59, 30, 38, 70
2024_05_16 - 07:56:51 PM, 0.00, 0.00, 872.70, 0.00, 26.59, 30, 38, 70
2024_05_16 - 07:56:59 PM, 0.00, 0.00, 872.70, 0.00, 26.59, 30, 38, 70
2024_05_16 - 07:57:02 PM, 0.00, 0.00, 872.70, 0.00, 26.59, 30, 38, 70
2024_05_16 - 07:57:05 PM, 0.00, 0.00, 872.70, 0.00, 26.59, 30, 38, 70
2024_05_16 - 07:57:06 PM, 0.00, 0.00, 872.70, 0.00, 26.69, 0, 8, 40
2024_05_16 - 07:57:08 PM, 0.00, 0.00, 872.70, 0.00, 26.69, 0, 8, 40
2024_05_16 - 07:57:17 PM, 0.00, 0.00, 872.70, 0.00, 26.69, 0, 8, 40
2024_05_16 - 07:57:20 PM, 0.00, 0.00, 872.70, 0.00, 26.69, 0, 8, 40
2024_05_16 - 07:57:23 PM, 0.00, 0.00, 872.70, 0.00, 26.69, 0, 8, 40
2024_05_16 - 07:57:24 PM, 0.00, 0.00, 872.73, 0.00, 26.64, 2, 10, 42
2024_05_16 - 07:57:26 PM, 0.00, 0.00, 872.73, 0.00, 26.64, 2, 10, 42
2024_05_16 - 07:57:35 PM, 0.00, 0.00, 872.73, 0.00, 26.64, 2, 10, 42
2024_05_16 - 07:57:38 PM, 0.00, 0.00, 872.73, 0.00, 26.64, 2, 10, 42
2024_05_16 - 07:57:41 PM, 0.00, 0.00, 872.73, 0.00, 26.64, 2, 10, 42
2024_05_16 - 07:57:42 PM, 0.00, 0.00, 872.78, 0.00, 26.61, 4, 12, 44
2024_05_16 - 07:57:44 PM, 0.00, 0.00, 872.78, 0.00, 26.61, 4, 12, 44
2024_05_16 - 07:57:53 PM, 0.00, 0.00, 872.78, 0.00, 26.61, 4, 12, 44
2024_05_16 - 07:57:56 PM, 0.00, 0.00, 872.78, 0.00, 26.61, 4, 12, 44
2024_05_16 - 07:57:59 PM, 0.00, 0.00, 872.78, 0.00, 26.61, 4, 12, 44
2024_05_16 - 07:58:00 PM, 0.00, 0.00, 872.80, 0.00, 26.58, 2, 14, 44
2024_05_16 - 07:58:02 PM, 0.00, 0.00, 872.80, 0.00, 26.58, 2, 14, 44
2024_05_16 - 07:58:11 PM, 0.00, 0.00, 872.80, 0.00, 26.58, 2, 14, 44
2024_05_16 - 07:58:14 PM, 0.00, 0.00, 872.80, 0.00, 26.58, 2, 14, 44
2024_05_16 - 07:58:17 PM, 0.00, 0.00, 872.80, 0.00, 26.58, 2, 14, 44
2024_05_16 - 07:58:18 PM, 0.00, 0.00, 872.66, 0.00, 26.50, 6, 18, 50
2024_05_16 - 07:58:20 PM, 0.00, 0.00, 872.66, 0.00, 26.50, 6, 18, 50
2024_05_16 - 07:58:28 PM, 0.00, 0.00, 872.66, 0.00, 26.50, 6, 18, 50
2024_05_16 - 07:58:32 PM, 0.00, 0.00, 872.66, 0.00, 26.50, 6, 18, 50
2024_05_16 - 07:58:35 PM, 0.00, 0.00, 872.66, 0.00, 26.50, 6, 18, 50
2024_05_16 - 07:58:36 PM, 0.00, 0.00, 872.73, 0.00, 26.46, 6, 14, 46
2024_05_16 - 07:58:38 PM, 0.00, 0.00, 872.73, 0.00, 26.46, 6, 14, 46
2024_05_16 - 07:58:46 PM, 0.00, 0.00, 872.73, 0.00, 26.46, 6, 14, 46
2024_05_16 - 07:58:49 PM, 0.00, 0.00, 872.73, 0.00, 26.46, 6, 14, 46
2024_05_16 - 07:58:53 PM, 0.00, 0.00, 872.73, 0.00, 26.46, 6, 14, 46
2024_05_16 - 07:58:54 PM, 0.00, 0.00, 872.79, 0.00, 26.50, 0, 18, 48
2024_05_16 - 07:58:56 PM, 0.00, 0.00, 872.79, 0.00, 26.50, 0, 18, 48
2024_05_16 - 07:59:04 PM, 0.00, 0.00, 872.79, 0.00, 26.50, 0, 18, 48
2024_05_16 - 07:59:07 PM, 0.00, 0.00, 872.79, 0.00, 26.50, 0, 18, 48
2024_05_16 - 07:59:10 PM, 0.00, 0.00, 872.79, 0.00, 26.50, 0, 18, 48
2024_05_16 - 07:59:11 PM, 0.00, 0.00, 872.78, 0.00, 26.32, 0, 10, 54
2024_05_16 - 07:59:13 PM, 0.00, 0.00, 872.78, 0.00, 26.32, 0, 10, 54
2024_05_16 - 07:59:22 PM, 0.00, 0.00, 872.78, 0.00, 26.32, 0, 10, 54
2024_05_16 - 07:59:25 PM, 0.00, 0.00, 872.78, 0.00, 26.32, 0, 10, 54
