Time,Temp,RH,Pres,CO2,VOC,PM1,PM25,PM10
2024_07_07 - 10:09:52 AM, 26.40, 35.62, 889.56, 713.16, 4.07, 2.00, 8.00, 18.00
2024_07_07 - 10:10:53 AM, 26.39, 35.62, 889.58, 718.13, 4.05, 2.00, 10.00, 20.00
2024_07_07 - 10:11:53 AM, 26.37, 35.62, 889.56, 722.68, 4.08, 6.00, 14.00, 26.00
2024_07_07 - 10:12:53 AM, 26.36, 35.62, 889.55, 726.57, 4.11, 0.00, 6.00, 16.00
2024_07_07 - 10:13:54 AM, 26.43, 35.56, 889.55, 724.45, 3.97, 4.00, 10.00, 22.00
2024_07_07 - 10:14:54 AM, 26.41, 35.60, 889.56, 725.49, 4.00, 2.00, 10.00, 22.00
2024_07_07 - 10:15:55 AM, 26.41, 35.59, 889.55, 733.20, 3.93, 4.00, 12.00, 22.00
2024_07_07 - 10:16:55 AM, 26.46, 35.62, 889.55, 732.69, 3.94, 2.00, 14.00, 24.00
2024_07_07 - 10:17:56 AM, 26.46, 35.62, 889.56, 732.69, 3.86, 8.00, 18.00, 28.00
2024_07_07 - 10:18:56 AM, 26.46, 35.62, 889.55, 737.04, 3.82, 2.00, 8.00, 18.00
2024_07_07 - 10:19:57 AM, 26.46, 35.60, 889.55, 736.17, 3.86, 0.00, 6.00, 18.00
2024_07_07 - 10:20:57 AM, 26.46, 35.62, 889.56, 738.19, 3.90, 2.00, 12.00, 24.00
2024_07_07 - 10:21:57 AM, 26.43, 35.66, 889.55, 739.77, 3.83, 0.00, 8.00, 18.00
2024_07_07 - 10:22:58 AM, 26.41, 35.71, 889.53, 741.15, 3.82, 0.00, 10.00, 20.00
2024_07_07 - 10:23:58 AM, 26.43, 35.78, 889.55, 745.52, 3.87, 6.00, 12.00, 22.00
2024_07_07 - 10:24:59 AM, 26.46, 35.65, 889.52, 743.06, 3.78, 4.00, 12.00, 22.00
2024_07_07 - 10:25:59 AM, 26.48, 35.62, 889.52, 742.93, 3.74, 2.00, 12.00, 24.00
2024_07_07 - 10:27:00 AM, 26.47, 35.63, 889.54, 743.33, 3.75, 4.00, 12.00, 22.00
2024_07_07 - 10:28:05 AM, 26.44, 35.70, 889.53, 744.21, 3.76, 2.00, 10.00, 20.00
2024_07_07 - 10:29:00 AM, 26.44, 35.70, 889.51, 744.21, 3.76, 4.00, 12.00, 22.00
2024_07_07 - 10:30:01 AM, 26.41, 35.78, 889.52, 746.18, 3.72, 2.00, 10.00, 20.00
2024_07_07 - 10:31:01 AM, 26.41, 35.71, 889.52, 746.12, 3.65, 2.00, 6.00, 18.00
2024_07_07 - 10:32:02 AM, 26.41, 35.81, 889.51, 748.20, 3.67, 0.00, 6.00, 16.00
2024_07_07 - 10:33:02 AM, 26.48, 35.68, 889.52, 747.17, 3.50, 2.00, 8.00, 18.00
2024_07_07 - 10:34:03 AM, 26.52, 35.61, 889.51, 748.75, 3.53, 8.00, 14.00, 24.00
2024_07_07 - 10:35:03 AM, 26.51, 35.53, 889.52, 746.85, 3.41, 0.00, 8.00, 18.00
2024_07_07 - 10:36:04 AM, 26.52, 35.53, 889.51, 744.98, 3.46, 2.00, 10.00, 20.00
2024_07_07 - 10:37:05 AM, 26.57, 35.43, 889.48, 741.67, 3.34, 4.00, 14.00, 24.00
2024_07_07 - 10:38:09 AM, 26.55, 35.45, 889.46, 739.45, 3.31, 2.00, 12.00, 22.00
2024_07_07 - 10:39:05 AM, 26.55, 35.45, 889.45, 739.45, 3.30, 6.00, 14.00, 24.00
2024_07_07 - 10:40:05 AM, 26.55, 35.48, 889.44, 733.33, 3.22, 2.00, 10.00, 22.00
2024_07_07 - 10:41:06 AM, 26.48, 35.65, 889.39, 735.54, 3.17, 2.00, 10.00, 20.00
2024_07_07 - 10:42:06 AM, 26.47, 35.76, 889.45, 734.60, 3.07, 2.00, 8.00, 20.00
2024_07_07 - 10:43:07 AM, 26.48, 35.78, 889.43, 731.30, 2.97, 2.00, 10.00, 22.00
2024_07_07 - 10:44:07 AM, 26.54, 35.71, 889.42, 727.89, 2.93, 2.00, 8.00, 20.00
2024_07_07 - 10:45:07 AM, 26.51, 35.79, 889.45, 731.63, 2.87, 2.00, 10.00, 20.00
2024_07_07 - 10:46:08 AM, 26.52, 35.70, 889.47, 731.21, 2.85, 4.00, 12.00, 22.00
2024_07_07 - 10:47:08 AM, 26.57, 35.89, 889.45, 731.58, 2.83, 0.00, 8.00, 18.00
2024_07_07 - 10:48:09 AM, 26.61, 35.81, 889.46, 732.59, 2.77, 2.00, 8.00, 20.00
2024_07_07 - 10:49:09 AM, 26.65, 35.80, 889.46, 733.67, 2.76, 4.00, 20.00, 30.00
2024_07_07 - 10:50:10 AM, 26.65, 35.80, 889.45, 733.67, 2.76, 4.00, 10.00, 20.00
2024_07_07 - 10:51:10 AM, 26.64, 35.95, 889.47, 736.34, 2.72, 2.00, 12.00, 22.00
2024_07_07 - 10:52:10 AM, 26.65, 35.85, 889.47, 733.33, 2.77, 2.00, 8.00, 20.00
2024_07_07 - 10:53:11 AM, 26.71, 35.77, 889.46, 733.88, 5.64, 2.00, 10.00, 20.00
2024_07_07 - 10:54:11 AM, 26.68, 35.92, 889.45, 735.02, 11.09, 6.00, 12.00, 22.00
2024_07_07 - 10:55:12 AM, 26.30, 35.40, 889.42, 722.61, 9.35, 4.00, 10.00, 20.00
2024_07_07 - 10:56:12 AM, 26.19, 35.66, 889.41, 712.06, 7.88, 4.00, 12.00, 24.00
2024_07_07 - 10:57:13 AM, 26.08, 35.80, 889.39, 691.35, 7.69, 2.00, 10.00, 20.00
2024_07_07 - 10:58:13 AM, 26.10, 35.91, 889.41, 672.37, 7.69, 2.00, 12.00, 22.00
2024_07_07 - 10:59:14 AM, 26.00, 36.02, 889.44, 659.88, 7.87, 4.00, 16.00, 26.00
2024_07_07 - 11:00:14 AM, 25.98, 36.09, 889.42, 639.24, 8.31, 0.00, 12.00, 22.00
2024_07_07 - 11:01:14 AM, 25.98, 36.09, 889.39, 639.24, 8.56, 4.00, 16.00, 26.00
2024_07_07 - 11:02:15 AM, 25.89, 36.21, 889.37, 642.19, 8.50, 4.00, 10.00, 22.00
2024_07_07 - 11:03:15 AM, 25.88, 36.33, 889.37, 634.25, 8.46, 4.00, 12.00, 22.00
2024_07_07 - 11:04:16 AM, 25.87, 36.32, 889.37, 628.47, 8.26, 4.00, 18.00, 28.00
2024_07_07 - 11:05:16 AM, 25.81, 36.53, 889.43, 617.23, 8.08, 4.00, 12.00, 24.00
2024_07_07 - 11:06:17 AM, 25.89, 36.37, 889.37, 612.68, 8.32, 4.00, 16.00, 26.00
2024_07_07 - 11:07:17 AM, 25.87, 36.43, 889.39, 608.11, 8.22, 6.00, 12.00, 24.00
2024_07_07 - 11:08:17 AM, 25.89, 36.38, 889.40, 608.22, 8.10, 6.00, 16.00, 26.00
2024_07_07 - 11:09:18 AM, 25.87, 36.40, 889.39, 600.91, 7.90, 6.00, 14.00, 26.00
2024_07_07 - 11:10:18 AM, 25.95, 36.40, 889.40, 602.99, 7.92, 4.00, 14.00, 26.00
2024_07_07 - 11:11:19 AM, 25.85, 36.75, 889.39, 602.33, 7.95, 2.00, 10.00, 20.00
2024_07_07 - 11:12:19 AM, 25.85, 36.75, 889.38, 602.33, 7.96, 6.00, 18.00, 28.00
2024_07_07 - 11:13:20 AM, 25.88, 36.99, 889.44, 605.82, 8.07, 4.00, 14.00, 24.00
2024_07_07 - 11:14:20 AM, 25.98, 35.94, 889.44, 604.64, 7.55, 4.00, 12.00, 24.00
2024_07_07 - 11:15:20 AM, 26.00, 36.90, 889.41, 608.23, 7.75, 4.00, 16.00, 26.00
2024_07_07 - 11:16:21 AM, 26.09, 36.68, 889.43, 605.46, 7.72, 2.00, 12.00, 32.00
2024_07_07 - 11:17:21 AM, 26.10, 36.49, 889.44, 608.89, 7.31, 4.00, 14.00, 26.00
2024_07_07 - 11:18:22 AM, 26.32, 35.98, 889.38, 607.50, 6.22, 6.00, 16.00, 26.00
2024_07_07 - 11:19:22 AM, 26.12, 36.10, 889.36, 600.71, 6.16, 4.00, 12.00, 24.00
2024_07_07 - 11:20:23 AM, 26.25, 35.90, 889.47, 597.73, 5.79, 8.00, 20.00, 30.00
2024_07_07 - 11:21:23 AM, 26.36, 35.71, 889.43, 601.96, 5.54, 4.00, 12.00, 22.00
2024_07_07 - 11:22:24 AM, 26.36, 35.71, 889.35, 601.96, 5.03, 4.00, 14.00, 24.00
2024_07_07 - 11:23:24 AM, 26.27, 35.65, 889.33, 606.39, 5.05, 4.00, 12.00, 22.00
2024_07_07 - 11:24:24 AM, 26.26, 35.58, 889.32, 599.37, 5.09, 2.00, 12.00, 22.00
2024_07_07 - 11:25:25 AM, 26.25, 35.56, 889.39, 591.36, 4.66, 4.00, 14.00, 24.00
2024_07_07 - 11:26:25 AM, 26.39, 35.64, 889.36, 597.77, 4.36, 6.00, 12.00, 24.00
2024_07_07 - 11:27:26 AM, 26.39, 35.56, 889.33, 600.50, 4.28, 0.00, 16.00, 26.00
2024_07_07 - 11:28:26 AM, 26.22, 35.40, 889.34, 596.22, 4.20, 4.00, 18.00, 28.00
2024_07_07 - 11:29:27 AM, 26.16, 35.58, 889.35, 591.30, 4.03, 4.00, 14.00, 24.00
2024_07_07 - 11:30:27 AM, 26.33, 35.23, 889.35, 593.92, 4.02, 4.00, 10.00, 20.00
2024_07_07 - 11:31:27 AM, 26.40, 34.56, 889.31, 592.60, 3.49, 4.00, 12.00, 22.00
2024_07_07 - 11:32:28 AM, 26.40, 34.96, 889.30, 595.81, 3.22, 4.00, 14.00, 24.00
2024_07_07 - 11:33:28 AM, 26.40, 34.96, 889.34, 595.81, 3.18, 4.00, 10.00, 20.00
2024_07_07 - 11:34:29 AM, 26.25, 35.22, 889.32, 595.63, 3.19, 4.00, 14.00, 24.00
2024_07_07 - 11:35:29 AM, 26.27, 35.01, 889.36, 597.01, 3.10, 4.00, 12.00, 34.00
2024_07_07 - 11:36:30 AM, 26.34, 34.70, 889.34, 597.41, 3.02, 4.00, 10.00, 20.00
2024_07_07 - 11:37:38 AM, 26.40, 33.12, 889.36, 595.77, 2.85, 2.00, 8.00, 18.00
2024_07_07 - 11:38:35 AM, 26.50, 34.20, 889.36, 594.97, 2.66, 4.00, 12.00, 22.00
2024_07_07 - 11:39:31 AM, 26.30, 34.33, 889.33, 593.48, 2.61, 2.00, 10.00, 30.00
2024_07_07 - 11:40:31 AM, 26.27, 34.52, 889.31, 589.48, 2.55, 4.00, 14.00, 26.00
2024_07_07 - 11:41:32 AM, 26.25, 34.58, 889.34, 588.42, 2.43, 4.00, 12.00, 22.00
2024_07_07 - 11:42:32 AM, 26.19, 34.55, 889.34, 589.29, 2.27, 4.00, 14.00, 24.00
2024_07_07 - 11:43:33 AM, 26.19, 34.55, 889.38, 589.29, 2.14, 2.00, 10.00, 20.00
2024_07_07 - 11:44:33 AM, 26.40, 34.30, 889.41, 591.32, 1.99, 2.00, 14.00, 24.00
2024_07_07 - 11:45:33 AM, 26.47, 34.19, 889.36, 596.18, 1.93, 2.00, 14.00, 24.00
2024_07_07 - 11:46:34 AM, 26.39, 34.24, 889.35, 594.25, 1.56, 2.00, 14.00, 26.00
2024_07_07 - 11:47:34 AM, 26.40, 33.88, 889.31, 593.70, 1.45, 4.00, 14.00, 24.00
2024_07_07 - 11:48:35 AM, 26.30, 34.12, 889.27, 592.61, 1.44, 2.00, 14.00, 24.00
2024_07_07 - 11:49:35 AM, 26.26, 34.14, 889.32, 588.50, 1.38, 2.00, 14.00, 24.00
2024_07_07 - 11:50:36 AM, 26.43, 33.99, 889.33, 588.26, 1.28, 2.00, 12.00, 30.00
2024_07_07 - 11:51:36 AM, 26.39, 33.99, 889.31, 584.66, 1.25, 2.00, 10.00, 20.00
2024_07_07 - 11:52:37 AM, 26.47, 33.94, 889.31, 585.97, 1.19, 2.00, 10.00, 20.00
2024_07_07 - 11:53:37 AM, 26.52, 33.98, 889.32, 585.64, 1.15, 6.00, 12.00, 22.00
2024_07_07 - 11:54:37 AM, 26.52, 33.98, 889.31, 585.64, 1.02, 4.00, 12.00, 24.00
2024_07_07 - 11:55:38 AM, 26.57, 33.00, 889.34, 584.14, 0.98, 2.00, 10.00, 20.00
2024_07_07 - 11:56:38 AM, 26.57, 33.42, 889.33, 582.84, 0.94, 4.00, 12.00, 22.00
2024_07_07 - 11:57:39 AM, 26.46, 33.81, 889.30, 580.49, 0.94, 0.00, 8.00, 18.00
2024_07_07 - 11:58:39 AM, 26.44, 33.89, 889.31, 578.51, 0.93, 4.00, 14.00, 24.00
2024_07_07 - 11:59:40 AM, 26.39, 33.79, 889.32, 576.22, 0.89, 2.00, 14.00, 24.00
2024_07_07 - 12:00:40 PM, 26.36, 33.89, 889.32, 577.34, 0.87, 4.00, 14.00, 26.00
2024_07_07 - 12:01:40 PM, 26.37, 33.69, 889.31, 579.21, 0.89, 2.00, 12.00, 22.00
2024_07_07 - 12:02:41 PM, 26.33, 34.00, 889.30, 576.15, 0.87, 4.00, 12.00, 22.00
2024_07_07 - 12:03:41 PM, 26.43, 33.76, 889.32, 576.88, 0.86, 2.00, 10.00, 20.00
2024_07_07 - 12:04:42 PM, 26.47, 33.73, 889.29, 576.44, 0.86, 2.00, 8.00, 18.00
2024_07_07 - 12:05:42 PM, 26.47, 33.73, 889.30, 576.44, 0.80, 4.00, 16.00, 28.00
